Ключевое слово,Страница,Сеансы,"Новые сеансы, %",Новые пользователи,Показатель отказов,Страниц/сеанс,Сред. длительность сеанса,Коэффициент транзакций,Транзакции,Доход
семпер,/tag/detskoe_pitanie/semper.html,13,"0,00 %",0,"0,00 %","1,00",00:04:12,"0,00 %",0,"0,00 руб."
семпер каши купить киров,/tag/detskoe_pitanie/semper/kashi.html,13,"0,00 %",0,"0,00 %","1,00",00:00:04,"0,00 %",0,"0,00 руб."
семпер питание для новорожденных,/tag/detskoe_pitanie/dlja_novorozhdennyh.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
семпер смеси все виды пюре,/catalog/pyure/semper,13,"100,00 %",13,"0,00 %","1,00",00:01:34,"0,00 %",0,"0,00 руб."
семпер смеси питание,/tag/detskoe_pitanie/semper/smesi.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сеплер детская смесь,/tag/detskoe_pitanie/detskie_smesi/kakaja_luchshe.html,13,"100,00 %",13,"0,00 %","1,92",00:05:35,"0,00 %",0,"0,00 руб."
сеть магазинов полотенца,/tag/odezhda/halaty_i_polotenca/polotenca.html,13,"100,00 %",13,"0,00 %","1,00",00:00:11,"0,00 %",0,"0,00 руб."
сидение для ребенка в машину г.королев,/catalog/avtokresla/29891.html,13,"0,00 %",0,"0,00 %","5,85",00:00:01,"0,00 %",0,"0,00 руб."
сиденья для купания детей,/catalog/bytovaya-himiya/28628.html?x=0&s=name,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сильвер грос коляски купить в спб,/tag/son_progulka_puteshestvie/koljaski/silver_gross.html,13,"100,00 %",13,"0,00 %","1,00",00:00:16,"0,00 %",0,"0,00 руб."
симилак детское питание состав,/tag/detskoe_pitanie/similac.html,13,"100,00 %",13,"0,00 %","1,00",00:00:52,"0,00 %",0,"0,00 руб."
система естественного пеленания disana,/tag/odezhda/disana.html,13,"100,00 %",13,"0,00 %","1,92",00:00:33,"0,00 %",0,"0,00 руб."
система естественного пеленания disana купить в детском магазине,/tag/odezhda/disana.html,13,"0,00 %",0,"0,00 %","1,92",00:00:50,"0,00 %",0,"0,00 руб."
система естественного пеленания disana купить в москве,/tag/odezhda/disana.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
скидки на молочную продукцию агуша,/tag/detskoe_pitanie/agusha/molochnaja_produkcija.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
скидки на памперсы,/tag/podguzniki_i_pelenki/podguzniki/rasprodazhi_i_akcii.html,13,"100,00 %",13,"0,00 %","1,92",00:04:15,"0,00 %",0,"0,00 руб."
скидки на памперсы сургут,/tag/podguzniki_i_pelenki/podguzniki/rasprodazhi_i_akcii.html,13,"100,00 %",13,"0,00 %","1,92",00:02:38,"0,00 %",0,"0,00 руб."
скидки на памперсы уфа,/tag/podguzniki_i_pelenki/podguzniki/rasprodazhi_i_akcii.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
скидки на подгузники,/tag/podguzniki_i_pelenki/podguzniki/rasprodazhi_i_akcii.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
скидки памперсы,/tag/podguzniki_i_pelenki/podguzniki/rasprodazhi_i_akcii.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
склад детских товаров,/tag/magazin/detskie_tovary_moskva.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
склад магазин детских товаров москва,/tag/magazin/detskie_tovary_moskva.html,13,"100,00 %",13,"0,00 %","1,92",00:01:07,"0,00 %",0,"0,00 руб."
склад молочной смеси нэнни в москве купить дешево,/catalog/podguzniki-i-pelenki/29777.html,13,"0,00 %",0,"0,00 %","1,00",00:00:21,"0,00 %",0,"0,00 руб."
склад молочной смеси нэнни в москве купить дешево,/tag/detskoe_pitanie/nanny/smesi.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
склад памперсов в москве,/tag/podguzniki_i_pelenki/podguzniki/moskva_i_oblast.html/,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
склад подгузников москва,/tag/podguzniki_i_pelenki/podguzniki/moskva_i_oblast.html,13,"100,00 %",13,"0,00 %","1,00",00:01:56,"0,00 %",0,"0,00 руб."
склад-магазин памперсов,/tag/podguzniki_i_pelenki/pampersy.html,13,"100,00 %",13,"0,00 %","1,00",00:06:50,"0,00 %",0,"0,00 руб."
складная ванночка flexi bath,/catalog/bytovaya-himiya/28628.html,13,"0,00 %",0,"100,00 %","11,69",00:00:00,"0,00 %",0,"0,00 руб."
складная ванночка flexi bath,/catalog/detskoe-pitanie/28934.html,13,"0,00 %",0,"100,00 %","35,08",00:00:00,"0,00 %",0,"0,00 руб."
складная ванночка flexi bath,/catalog/golovnye-ubory-aksessuary/39715.html,13,"0,00 %",0,"100,00 %","3,92",00:00:00,"0,00 %",0,"0,00 руб."
складная ванночка flexi bath,/catalog/knigi-i-diski/35067.html,13,"0,00 %",0,"0,00 %","1,00",00:00:12,"0,00 %",0,"0,00 руб."
складная ванночка flexi bath,/catalog/molochnaya-produktsiya/29051.html,13,"0,00 %",0,"0,00 %","9,77",00:04:44,"0,00 %",0,"0,00 руб."
складная ванночка flexi bath,/catalog/podguzniki/29798.html,13,"0,00 %",0,"0,00 %","22,38",00:00:25,"0,00 %",0,"0,00 руб."
складная ванночка flexi bath,/catalog/prinadlegnosti-dlya-kupaniya/28836.html?x=1&s=rating&page=4,13,"0,00 %",0,"0,00 %","1,92",00:03:19,"0,00 %",0,"0,00 руб."
складная ванночка flexi bath,/catalog/sredstva-dlya-kormleniya/29293.html,13,"0,00 %",0,"0,00 %","7,77",00:12:01,"0,00 %",0,"0,00 руб."
сколько стоит автокресла casual play beat s,/catalog/avtokresla/29891.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит в караблике подгузники либеро4,/catalog/podguzniki/libero-4,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит детское молоко,/tag/detskoe_pitanie/molochnaja_produkcija.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит коляска сильвер грос москва,/tag/son_progulka_puteshestvie/koljaski/silver_gross.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит нутрилон,/tag/detskoe_pitanie/nutricia_nutrilon/smesi.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит нутрилон па,/tag/detskoe_pitanie/nutricia_nutrilon/smesi.html,13,"100,00 %",13,"0,00 %","1,00",00:03:54,"0,00 %",0,"0,00 руб."
сколько стоит пампепрсы,/tag/podguzniki_i_pelenki/pampers/activ_baby.html/,13,"100,00 %",13,"0,00 %","1,00",00:05:26,"0,00 %",0,"0,00 руб."
сколько стоит памперс,/catalog/podguzniki/pampers-active-baby,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит памперсы,/tag/podguzniki_i_pelenki/pampers/premium_care.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит памперсы премиум кеа,/tag/podguzniki_i_pelenki/pampers/premium_care.html/,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит памперсы слипен плей в белоруссии,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоит смесь нутрилон оптом в москве,/tag/detskoe_pitanie/nutricia_nutrilon/smesi.html,13,"100,00 %",13,"0,00 %","1,00",00:00:23,"0,00 %",0,"0,00 руб."
сколько стоит смесь энфамил,/tag/detskoe_pitanie/mead_johnson/enfamil.html,13,"100,00 %",13,"0,00 %","1,92",00:01:08,"0,00 %",0,"0,00 руб."
сколько стоит сумка на колесиках для девочек,/tag/progulka_i_puteshestvie/detskij_transport/sanki_na_kolesikah.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят памперсы,/catalog/podguzniki/pampers-active-baby,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят памперсы,/tag/podguzniki_i_pelenki/pampers/premium_care.html,13,"100,00 %",13,"0,00 %","1,92",00:06:15,"0,00 %",0,"0,00 руб."
"сколько стоят памперсы ""happy""?",/catalog/podguzniki/pampers-active-baby,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят памперсы 0,/catalog/podguzniki/pampers-active-baby,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят памперсы для девочек памперс актив беби,/tag/podguzniki_i_pelenki/pampers/activ_baby.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят памперсы мерриес,/catalog/podguzniki/merries,13,"0,00 %",0,"0,00 %","2,92",00:05:24,"0,00 %",0,"0,00 руб."
сколько стоят памперсы премиум кеа маленькая пачка,/tag/podguzniki_i_pelenki/pampers/premium_care.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят подгузники мериес,/catalog/podguzniki/merries,13,"100,00 %",13,"0,00 %","1,00",00:01:55,"0,00 %",0,"0,00 руб."
сколько стоят подгузники памперс премиум,/tag/podguzniki_i_pelenki/pampers/premium_care.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят подгузники памперс эктив герл пантс,/catalog/podguzniki/pampers-active-baby,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят прокладки для груди,/tag/dlja_mamy/prokladki_dlya_grudi.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сколько стоят трусики-памперсы хагис в карусели,/tag/podguzniki_i_pelenki/huggies/podguzniki/little_walkers.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слинги для новорожденных,/tag/dlja_mamy/sumki_dlja_mam/slingi.html,13,"100,00 %",13,"0,00 %","1,92",00:00:58,"0,00 %",0,"0,00 руб."
слип енд плай,/catalog/podguzniki/pampers-sleep-and-play,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слип плейвиды памперсов от 7кг,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слип энд плей,/catalog/podguzniki/pampers-sleep-and-play,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слип энд плей,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слип энд плей 4,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слип энд плей купить псков,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html/,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слип энд плей номер 3 78 шт стоимость в екатер,/catalog/podguzniki/pampers-sleep-and-play,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слип энд плей размер 4 цены,/catalog/podguzniki/pampers-sleep-and-play,13,"0,00 %",0,"0,00 %","2,92",00:16:34,"0,00 %",0,"0,00 руб."
слип энд плей ц ены есть 1,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слипен плей 5 где купить,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слипен плей памперсы цена,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слипен плэй,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"100,00 %",13,"0,00 %","1,00",00:00:05,"0,00 %",0,"0,00 руб."
слипин плей,/catalog/podguzniki/pampers-sleep-and-play,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
сліп енд плей в тернополі ціна,/tag/podguzniki_i_pelenki/pampers/sleep_and_play.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
слюнявчики аура,/tag/detskoe_pitanie/sredstva_dlya_kormleniya/sljunjavchiki.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смейся и учись fisher-price горшок волшебный,/catalog/gorshki-i-sidenya-dlya-unitaza/28704.html?pm_source_type=search&pm_position_type=premium&pm_position=3&pm_source=none&pm_campaign_id=10931987&pm_ad_id=626690500&pm_phrase_id=2832454610,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смес несли,/tag/detskoe_pitanie/nestle/smesi.html,13,"0,00 %",0,"0,00 %","1,00",00:00:24,"0,00 %",0,"0,00 руб."
смеси без лактазные,/tag/detskoe_pitanie/detskie_smesi/bezlaktoznye.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смеси безлактозные,/catalog/molochnye-smesi/bezlaktoznye-detskie-smesi,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смеси безлактозный цена,/catalog/molochnye-smesi/bezlaktoznye-detskie-smesi,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смеси гиппоалерг хипп,/tag/detskoe_pitanie/hipp/smesi.html,13,"100,00 %",13,"0,00 %","1,00",00:01:02,"0,00 %",0,"0,00 руб."
смеси детские,/tag/detskoe_pitanie/detskie_smesi.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смеси детские купить,/catalog/molochnye-smesi,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смеси для детей интернет магазин,/catalog/molochnye-smesi,13,"100,00 %",13,"0,00 %","1,92",00:00:28,"0,00 %",0,"0,00 руб."
смеси для новорожденных интернет магазины в бишкеке,/catalog/molochnye-smesi,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смеси для новорожденных купить,/tag/detskoe_pitanie/detskie_smesi.html,13,"0,00 %",0,"0,00 %","1,00",00:16:13,"0,00 %",0,"0,00 руб."
смеси кабрита состав,/catalog/molochnye-smesi/29065.html,13,"0,00 %",0,"0,00 %","9,77",00:00:56,"0,00 %",0,"0,00 руб."
смеси на соевой основе нутрилон цена,/tag/detskoe_pitanie/detskie_smesi/na_osnove_soi.html,13,"100,00 %",13,"0,00 %","3,92",00:01:52,"0,00 %",0,"0,00 руб."
смеси нутрилон,/catalog/molochnye-smesi/nutricia,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смеси нутрилон купить,/tag/detskoe_pitanie/nutricia_nutrilon/smesi.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смеси нэнни в магазинах магнит,/tag/detskoe_pitanie/nanny/smesi.html,13,"100,00 %",13,"0,00 %","1,00",00:00:25,"0,00 %",0,"0,00 руб."
смеси фрисо виды,/tag/detskoe_pitanie/friesland/smesi_friso.html,13,"100,00 %",13,"0,00 %","1,92",00:00:40,"0,00 %",0,"0,00 руб."
смеси энфамил,/tag/detskoe_pitanie/mead_johnson/enfamil.html,13,"0,00 %",0,"0,00 %","1,00",00:00:22,"0,00 %",0,"0,00 руб."
смесь амалтея,/tag/detskoe_pitanie/nanny/smesi.html,13,"100,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смесь детская малютка купить,/tag/detskoe_pitanie/maljutka/smesi.html,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смесь для грудничков нутрилон пре,/catalog/detskoe-pitanie/28934.html,13,"0,00 %",0,"0,00 %","1,00",00:08:26,"0,00 %",0,"0,00 руб."
смесь для детей,/catalog/detskoe-pitanie/28934.html,13,"0,00 %",0,"0,00 %","2,92",00:01:41,"0,00 %",0,"0,00 руб."
смесь для детей,/catalog/molochnye-smesi,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
смесь для детей,/tag/detskoe_pitanie/detskie_smesi.html/,13,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
